address,discount
0x4e92846C27091840579035003Caa6fC28E474672,500000000000000000000
0x1a753cE47952bFd1080441E6cDC4C45Ae367c875,500000000000000000000
0x3ba11C88DdC1D7E8764E53624914A1D1a9Ee6B11,500000000000000000000
0xB4A9E4F29224DC2A124a6112061847C7CE5CA95a,500000000000000000000
0xDCE66B5dF98Ba7C4538B7e0f75e782B73E2A8D71,500000000000000000000
